id_participant,condition,uncertaintyCondition,backgroundCondition,experiment_phase,round,trial,correct,completed_by,reaction_time,category,category_selected,category_id,category_selected_id,trained,iti_trial,previous_category_id,previous_category,selected_id,current_position_entity_selected_x,current_position_entity_selected_y,selected_entity_category_id,selected_entity_category,changed_entity_id,changed_entity_category_id,changed_entity_category,current_position_entity_changed_x,current_position_entity_changed_y,first_round,second_round,no_change,from_category_id,to_category_id,selected_entity_id,HOSTILE_entities,NEUTRAL_entities,PENDING_entities,UNKNOWN_entities,FRIEND_entities,ASSUMED_FRIEND_entities,ASSUMED_HOSTILE_entities,UNCERTAIN_FRIEND_entities,UNCERTAIN_HOSTILE_entities,total_entities_second_round
36,categorical_black,categorical,black,monitoring,3,14,1,CLICKED,1051,"","",,,,963,5,ASSUMED_FRIEND,,119,447,1,UNKNOWN,14,1,UNKNOWN,119,447,0,1,FALSE,5,1,14,4,3,0,5,5,5,2,0,0,24
36,categorical_black,categorical,black,monitoring,3,15,0,TIMEOUT,,"","",,,,1024,1,UNKNOWN,,,,,,3,2,FRIEND,487,231,0,1,FALSE,1,2,,4,3,0,4,6,5,2,0,0,24
36,categorical_black,categorical,black,monitoring,3,16,0,TIMEOUT,,"","",,,,573,6,ASSUMED_HOSTILE,,,,,,22,3,NEUTRAL,387,147,0,1,FALSE,6,3,,4,4,0,4,6,5,1,0,0,24
36,categorical_black,categorical,black,monitoring,3,17,1,CLICKED,1159,"","",,,,544,6,ASSUMED_HOSTILE,,264,328,3,NEUTRAL,23,3,NEUTRAL,264,328,0,1,FALSE,6,3,23,4,5,0,4,6,5,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,18,0,TIMEOUT,,"","",,,,1835,5,ASSUMED_FRIEND,,,,,,15,2,FRIEND,168,713,0,1,FALSE,5,2,,4,5,0,4,7,4,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,19,1,CLICKED,1029,"","",,,,1964,2,FRIEND,,273,439,3,NEUTRAL,0,3,NEUTRAL,273,439,0,1,FALSE,2,3,0,4,6,0,4,6,4,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,20,1,CLICKED,1005,"","",,,,1651,4,HOSTILE,,300,322,1,UNKNOWN,1,1,UNKNOWN,300,322,0,1,FALSE,4,1,1,3,6,0,5,6,4,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,21,1,CLICKED,1118,"","",,,,841,2,FRIEND,,552,209,6,ASSUMED_HOSTILE,2,6,ASSUMED_HOSTILE,552,209,0,1,FALSE,2,6,2,3,6,0,5,5,4,1,0,0,24
36,categorical_black,categorical,black,monitoring,3,22,1,CLICKED,1105,"","",,,,962,5,ASSUMED_FRIEND,,93,541,3,NEUTRAL,16,3,NEUTRAL,93,541,0,1,FALSE,5,3,16,3,7,0,5,5,3,1,0,0,24
36,categorical_black,categorical,black,monitoring,3,23,0,TIMEOUT,,"","",,,,1269,6,ASSUMED_HOSTILE,,,,,,2,2,FRIEND,439,158,0,1,FALSE,6,2,,3,7,0,5,6,3,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,24,1,CLICKED,2182,"","",,,,773,1,UNKNOWN,,217,136,2,FRIEND,1,2,FRIEND,217,136,0,1,FALSE,1,2,1,3,7,0,4,7,3,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,25,1,CLICKED,1029,"","",,,,529,5,ASSUMED_FRIEND,,364,249,1,UNKNOWN,17,1,UNKNOWN,364,249,0,1,FALSE,5,1,17,3,7,0,5,7,2,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,26,0,TIMEOUT,,"","",,,,1978,1,UNKNOWN,,,,,,4,3,NEUTRAL,547,383,0,1,FALSE,1,3,,3,8,0,4,7,2,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,27,1,CLICKED,1215,"","",,,,1310,1,UNKNOWN,,509,565,2,FRIEND,5,2,FRIEND,509,565,0,1,FALSE,1,2,5,3,8,0,3,8,2,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,28,0,TIMEOUT,,"","",,,,981,1,UNKNOWN,,,,,,14,5,ASSUMED_FRIEND,228,643,0,1,FALSE,1,5,,3,8,0,2,8,3,0,0,0,24
36,categorical_black,categorical,black,monitoring,3,29,1,CLICKED,1536,"","",,,,712,1,UNKNOWN,,436,559,6,ASSUMED_HOSTILE,17,6,ASSUMED_HOSTILE,436,559,0,1,FALSE,1,6,17,3,8,0,1,8,3,1,0,0,24
36,categorical_black,categorical,black,monitoring,3,30,0,TIMEOUT,,"","",,,,1574,5,ASSUMED_FRIEND,,,,,,14,2,FRIEND,448,560,0,1,FALSE,5,2,,3,8,0,1,9,2,1,0,0,24
37,categorical_black,categorical,black,categoryLearning,,1,0,TIMEOUT,,NEUTRAL,,3,,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,2,0,CLICKED,3249,ASSUMED_HOSTILE,HOSTILE,6,4,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,3,0,TIMEOUT,,FRIEND,,2,,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,4,0,CLICKED,4698,UNKNOWN,NEUTRAL,1,3,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,5,0,CLICKED,3471,ASSUMED_FRIEND,ASSUMED_HOSTILE,5,6,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,6,1,CLICKED,1929,HOSTILE,HOSTILE,4,4,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,7,0,CLICKED,3214,UNKNOWN,ASSUMED_FRIEND,1,5,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,8,0,CLICKED,2140,NEUTRAL,FRIEND,3,2,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,9,1,CLICKED,1834,HOSTILE,HOSTILE,4,4,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,10,0,CLICKED,2284,ASSUMED_FRIEND,ASSUMED_HOSTILE,5,6,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,11,1,CLICKED,2148,FRIEND,FRIEND,2,2,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,12,0,CLICKED,2512,ASSUMED_HOSTILE,ASSUMED_FRIEND,6,5,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,13,1,CLICKED,2819,ASSUMED_FRIEND,ASSUMED_FRIEND,5,5,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,14,1,CLICKED,2774,ASSUMED_HOSTILE,ASSUMED_HOSTILE,6,6,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,15,1,CLICKED,2126,NEUTRAL,NEUTRAL,3,3,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,16,1,CLICKED,1405,HOSTILE,HOSTILE,4,4,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,17,1,CLICKED,2068,UNKNOWN,UNKNOWN,1,1,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,categoryLearning,,18,1,CLICKED,2246,FRIEND,FRIEND,2,2,1,,,"",,,,,"",,,"",,,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,practiceMonitoring,,1,0,TIMEOUT,,"","",,,,1647,4,HOSTILE,,,,,,0,3,NEUTRAL,326,329,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,practiceMonitoring,,2,1,CLICKED,2822,"","",,,,1748,3,NEUTRAL,1,209,388,5,ASSUMED_FRIEND,1,5,ASSUMED_FRIEND,209,388,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,practiceMonitoring,,3,0,TIMEOUT,,"","",,,,918,5,ASSUMED_FRIEND,,,,,,2,6,ASSUMED_HOSTILE,433,333,,,,,,,,,,,,,,,,
37,categorical_black,categorical,black,monitoring,1,1,0,TIMEOUT,,"","",,,,1029,1,UNKNOWN,,,,,,0,4,HOSTILE,68,519,0,1,FALSE,1,4,,3,2,0,5,2,6,6,0,0,24
37,categorical_black,categorical,black,monitoring,1,2,0,TIMEOUT,,"","",,,,631,6,ASSUMED_HOSTILE,,,,,,18,5,ASSUMED_FRIEND,462,327,0,1,FALSE,6,5,,3,2,0,5,2,7,5,0,0,24
37,categorical_black,categorical,black,monitoring,1,3,0,TIMEOUT,,"","",,,,1665,5,ASSUMED_FRIEND,,,,,,12,1,UNKNOWN,347,502,0,1,FALSE,5,1,,3,2,0,6,2,6,5,0,0,24
37,categorical_black,categorical,black,monitoring,1,4,0,TIMEOUT,,"","",,,,1287,1,UNKNOWN,,,,,,1,2,FRIEND,124,580,0,1,FALSE,1,2,,3,2,0,5,3,6,5,0,0,24
37,categorical_black,categorical,black,monitoring,1,5,0,TIMEOUT,,"","",,,,1563,6,ASSUMED_HOSTILE,,,,,,19,2,FRIEND,400,288,0,1,FALSE,6,2,,3,2,0,5,4,6,4,0,0,24
37,categorical_black,categorical,black,monitoring,1,6,0,TIMEOUT,,"","",,,,1380,6,ASSUMED_HOSTILE,,,,,,20,1,UNKNOWN,286,453,0,1,FALSE,6,1,,3,2,0,6,4,6,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,7,0,TIMEOUT,,"","",,,,1873,1,UNKNOWN,,,,,,2,5,ASSUMED_FRIEND,588,459,0,1,FALSE,1,5,,3,2,0,5,4,7,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,8,0,TIMEOUT,,"","",,,,976,1,UNKNOWN,,,,,,3,6,ASSUMED_HOSTILE,649,375,0,1,FALSE,1,6,,3,2,0,4,4,7,4,0,0,24
37,categorical_black,categorical,black,monitoring,1,9,1,CLICKED,4620,"","",,,,1111,6,ASSUMED_HOSTILE,,149,519,3,NEUTRAL,3,3,NEUTRAL,149,519,0,1,FALSE,6,3,3,3,3,0,4,4,7,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,10,1,CLICKED,1678,"","",,,,1840,5,ASSUMED_FRIEND,,620,154,3,NEUTRAL,2,3,NEUTRAL,620,154,0,1,FALSE,5,3,2,3,4,0,4,4,6,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,11,0,TIMEOUT,,"","",,,,1001,2,FRIEND,,,,,,1,5,ASSUMED_FRIEND,500,75,0,1,FALSE,2,5,,3,4,0,4,3,7,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,12,0,TIMEOUT,,"","",,,,632,1,UNKNOWN,,,,,,4,3,NEUTRAL,667,479,0,1,FALSE,1,3,,3,5,0,3,3,7,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,13,0,TIMEOUT,,"","",,,,1146,3,NEUTRAL,,,,,,2,2,FRIEND,520,213,0,1,FALSE,3,2,,3,4,0,3,4,7,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,14,0,TIMEOUT,,"","",,,,1821,1,UNKNOWN,,,,,,5,5,ASSUMED_FRIEND,416,424,0,1,FALSE,1,5,,3,4,0,2,4,8,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,15,1,CLICKED,1592,"","",,,,1607,6,ASSUMED_HOSTILE,,461,425,2,FRIEND,21,2,FRIEND,461,425,0,1,FALSE,6,2,21,3,4,0,2,5,8,2,0,0,24
37,categorical_black,categorical,black,monitoring,1,16,0,TIMEOUT,,"","",,,,657,4,HOSTILE,,,,,,0,3,NEUTRAL,477,251,0,1,FALSE,4,3,,2,5,0,2,5,8,2,0,0,24
37,categorical_black,categorical,black,monitoring,1,17,0,CLICKED,2939,"","",,,,1290,1,UNKNOWN,,618,426,5,ASSUMED_FRIEND,12,3,NEUTRAL,304,392,0,1,FALSE,1,3,13,2,6,0,1,5,8,2,0,0,24
37,categorical_black,categorical,black,monitoring,1,18,0,TIMEOUT,,"","",,,,789,2,FRIEND,,,,,,2,6,ASSUMED_HOSTILE,199,662,0,1,FALSE,2,6,,2,6,0,1,4,8,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,19,0,TIMEOUT,,"","",,,,1788,6,ASSUMED_HOSTILE,,,,,,2,2,FRIEND,236,452,0,1,FALSE,6,2,,2,6,0,1,5,8,2,0,0,24
37,categorical_black,categorical,black,monitoring,1,20,0,TIMEOUT,,"","",,,,1092,6,ASSUMED_HOSTILE,,,,,,22,4,HOSTILE,554,370,0,1,FALSE,6,4,,3,6,0,1,5,8,1,0,0,24
37,categorical_black,categorical,black,monitoring,1,21,0,TIMEOUT,,"","",,,,1049,5,ASSUMED_FRIEND,,,,,,1,6,ASSUMED_HOSTILE,276,646,0,1,FALSE,5,6,,3,6,0,1,5,7,2,0,0,24
37,categorical_black,categorical,black,monitoring,1,22,1,CLICKED,1777,"","",,,,1283,5,ASSUMED_FRIEND,,250,378,6,ASSUMED_HOSTILE,5,6,ASSUMED_HOSTILE,250,378,0,1,FALSE,5,6,5,3,6,0,1,5,6,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,23,0,TIMEOUT,,"","",,,,1567,5,ASSUMED_FRIEND,,,,,,13,2,FRIEND,363,182,0,1,FALSE,5,2,,3,6,0,1,6,5,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,24,0,TIMEOUT,,"","",,,,1128,5,ASSUMED_FRIEND,,,,,,14,1,UNKNOWN,260,502,0,1,FALSE,5,1,,3,6,0,2,6,4,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,25,0,TIMEOUT,,"","",,,,793,1,UNKNOWN,,,,,,14,3,NEUTRAL,397,420,0,1,FALSE,1,3,,3,7,0,1,6,4,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,26,1,CLICKED,1507,"","",,,,1413,5,ASSUMED_FRIEND,,287,299,2,FRIEND,15,2,FRIEND,287,299,0,1,FALSE,5,2,15,3,7,0,1,7,3,3,0,0,24
37,categorical_black,categorical,black,monitoring,1,27,0,TIMEOUT,,"","",,,,1151,6,ASSUMED_HOSTILE,,,,,,1,2,FRIEND,486,301,0,1,FALSE,6,2,,3,7,0,1,8,3,2,0,0,24
37,categorical_black,categorical,black,monitoring,1,28,1,CLICKED,1270,"","",,,,985,6,ASSUMED_HOSTILE,,451,480,1,UNKNOWN,5,1,UNKNOWN,451,480,0,1,FALSE,6,1,5,3,7,0,2,8,3,1,0,0,24
37,categorical_black,categorical,black,monitoring,1,29,1,CLICKED,1539,"","",,,,579,1,UNKNOWN,,448,580,2,FRIEND,5,2,FRIEND,448,580,0,1,FALSE,1,2,5,3,7,0,1,9,3,1,0,0,24
37,categorical_black,categorical,black,monitoring,1,30,1,CLICKED,2518,"","",,,,1569,5,ASSUMED_FRIEND,,323,463,3,NEUTRAL,16,3,NEUTRAL,323,463,0,1,FALSE,5,3,16,3,8,0,1,9,2,1,0,0,24
37,categorical_black,categorical,black,monitoring,2,1,0,TIMEOUT,,"","",,,,904,4,HOSTILE,,,,,,10,5,ASSUMED_FRIEND,507,416,0,1,FALSE,4,5,,1,2,0,6,2,7,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,2,0,TIMEOUT,,"","",,,,1927,1,UNKNOWN,,,,,,0,5,ASSUMED_FRIEND,302,242,0,1,FALSE,1,5,,1,2,0,5,2,8,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,3,0,TIMEOUT,,"","",,,,705,1,UNKNOWN,,,,,,1,3,NEUTRAL,412,488,0,1,FALSE,1,3,,1,3,0,4,2,8,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,4,1,CLICKED,2591,"","",,,,1952,5,ASSUMED_FRIEND,,270,263,4,HOSTILE,0,4,HOSTILE,270,263,0,1,FALSE,5,4,0,2,3,0,4,2,7,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,5,1,CLICKED,1444,"","",,,,811,6,ASSUMED_HOSTILE,,130,445,2,FRIEND,18,2,FRIEND,130,445,0,1,FALSE,6,2,18,2,3,0,4,3,7,5,0,0,24
37,categorical_black,categorical,black,monitoring,2,6,1,CLICKED,2708,"","",,,,794,5,ASSUMED_FRIEND,,591,359,1,UNKNOWN,10,1,UNKNOWN,591,359,0,1,FALSE,5,1,10,2,3,0,5,3,6,5,0,0,24
37,categorical_black,categorical,black,monitoring,2,7,0,TIMEOUT,,"","",,,,827,1,UNKNOWN,,,,,,2,6,ASSUMED_HOSTILE,319,588,0,1,FALSE,1,6,,2,3,0,4,3,6,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,8,1,CLICKED,1468,"","",,,,810,6,ASSUMED_HOSTILE,,271,568,4,HOSTILE,2,4,HOSTILE,271,568,0,1,FALSE,6,4,2,3,3,0,4,3,6,5,0,0,24
37,categorical_black,categorical,black,monitoring,2,9,1,CLICKED,1236,"","",,,,725,1,UNKNOWN,,346,549,5,ASSUMED_FRIEND,3,5,ASSUMED_FRIEND,346,549,0,1,FALSE,1,5,3,3,3,0,3,3,7,5,0,0,24
37,categorical_black,categorical,black,monitoring,2,10,0,CLICKED,3498,"","",,,,1735,2,FRIEND,,555,657,3,NEUTRAL,6,1,UNKNOWN,342,395,0,1,FALSE,2,1,8,3,3,0,4,2,7,5,0,0,24
37,categorical_black,categorical,black,monitoring,2,11,0,TIMEOUT,,"","",,,,1570,1,UNKNOWN,,,,,,4,6,ASSUMED_HOSTILE,278,330,0,1,FALSE,1,6,,3,3,0,3,2,7,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,12,0,TIMEOUT,,"","",,,,1493,3,NEUTRAL,,,,,,1,1,UNKNOWN,338,440,0,1,FALSE,3,1,,3,2,0,4,2,7,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,13,1,CLICKED,1012,"","",,,,1746,6,ASSUMED_HOSTILE,,420,408,4,HOSTILE,4,4,HOSTILE,420,408,0,1,FALSE,6,4,4,4,2,0,4,2,7,5,0,0,24
37,categorical_black,categorical,black,monitoring,2,14,0,TIMEOUT,,"","",,,,1889,5,ASSUMED_FRIEND,,,,,,3,6,ASSUMED_HOSTILE,690,608,0,1,FALSE,5,6,,4,2,0,4,2,6,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,15,0,TIMEOUT,,"","",,,,1111,6,ASSUMED_HOSTILE,,,,,,3,3,NEUTRAL,746,725,0,1,FALSE,6,3,,4,3,0,4,2,6,5,0,0,24
37,categorical_black,categorical,black,monitoring,2,16,0,TIMEOUT,,"","",,,,1914,5,ASSUMED_FRIEND,,,,,,12,6,ASSUMED_HOSTILE,386,493,0,1,FALSE,5,6,,4,3,0,4,2,5,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,17,0,TIMEOUT,,"","",,,,1990,1,UNKNOWN,,,,,,1,3,NEUTRAL,172,447,0,1,FALSE,1,3,,4,4,0,3,2,5,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,18,0,TIMEOUT,,"","",,,,757,1,UNKNOWN,,,,,,5,2,FRIEND,559,539,0,1,FALSE,1,2,,4,4,0,2,3,5,6,0,0,24
37,categorical_black,categorical,black,monitoring,2,19,1,CLICKED,1511,"","",,,,1409,6,ASSUMED_HOSTILE,,273,467,4,HOSTILE,12,4,HOSTILE,273,467,0,1,FALSE,6,4,12,5,4,0,2,3,5,5,0,0,24
37,categorical_black,categorical,black,monitoring,2,20,1,CLICKED,1271,"","",,,,858,5,ASSUMED_FRIEND,,449,322,4,HOSTILE,13,4,HOSTILE,449,322,0,1,FALSE,5,4,13,6,4,0,2,3,4,5,0,0,24
37,categorical_black,categorical,black,monitoring,2,21,1,CLICKED,1426,"","",,,,580,6,ASSUMED_HOSTILE,,459,581,5,ASSUMED_FRIEND,19,5,ASSUMED_FRIEND,459,581,0,1,FALSE,6,5,19,6,4,0,2,3,5,4,0,0,24
37,categorical_black,categorical,black,monitoring,2,22,1,CLICKED,2255,"","",,,,1161,5,ASSUMED_FRIEND,,307,469,2,FRIEND,14,2,FRIEND,307,469,0,1,FALSE,5,2,14,6,4,0,2,4,4,4,0,0,24
37,categorical_black,categorical,black,monitoring,2,23,1,CLICKED,1063,"","",,,,672,2,FRIEND,,441,417,4,HOSTILE,5,4,HOSTILE,441,417,0,1,FALSE,2,4,5,7,4,0,2,3,4,4,0,0,24
37,categorical_black,categorical,black,monitoring,2,24,0,TIMEOUT,,"","",,,,1415,5,ASSUMED_FRIEND,,,,,,15,1,UNKNOWN,644,545,0,1,FALSE,5,1,,7,4,0,3,3,3,4,0,0,24
37,categorical_black,categorical,black,monitoring,2,25,0,TIMEOUT,,"","",,,,646,6,ASSUMED_HOSTILE,,,,,,20,3,NEUTRAL,580,289,0,1,FALSE,6,3,,7,5,0,3,3,3,3,0,0,24
37,categorical_black,categorical,black,monitoring,2,26,1,CLICKED,2169,"","",,,,648,5,ASSUMED_FRIEND,,141,515,4,HOSTILE,16,4,HOSTILE,141,515,0,1,FALSE,5,4,16,8,5,0,3,3,2,3,0,0,24
37,categorical_black,categorical,black,monitoring,2,27,1,CLICKED,1271,"","",,,,1095,6,ASSUMED_HOSTILE,,588,557,4,HOSTILE,21,4,HOSTILE,588,557,0,1,FALSE,6,4,21,9,5,0,3,3,2,2,0,0,24
37,categorical_black,categorical,black,monitoring,2,28,1,CLICKED,892,"","",,,,665,1,UNKNOWN,,434,479,2,FRIEND,6,2,FRIEND,434,479,0,1,FALSE,1,2,6,9,5,0,2,4,2,2,0,0,24
37,categorical_black,categorical,black,monitoring,2,29,0,TIMEOUT,,"","",,,,756,5,ASSUMED_FRIEND,,,,,,17,3,NEUTRAL,219,215,0,1,FALSE,5,3,,9,6,0,2,4,1,2,0,0,24
37,categorical_black,categorical,black,monitoring,2,30,1,CLICKED,1752,"","",,,,731,1,UNKNOWN,,281,254,4,HOSTILE,10,4,HOSTILE,281,254,0,1,FALSE,1,4,10,10,6,0,1,4,1,2,0,0,24
37,categorical_black,categorical,black,monitoring,3,1,0,TIMEOUT,,"","",,,,1063,1,UNKNOWN,,,,,,0,4,HOSTILE,401,553,0,1,FALSE,1,4,,3,2,0,5,2,6,6,0,0,24
37,categorical_black,categorical,black,monitoring,3,2,0,CLICKED,1038,"","",,,,1684,3,NEUTRAL,,541,396,5,ASSUMED_FRIEND,8,4,HOSTILE,419,227,0,1,FALSE,3,4,12,4,1,0,5,2,6,6,0,0,24
37,categorical_black,categorical,black,monitoring,3,3,0,TIMEOUT,,"","",,,,1022,1,UNKNOWN,,,,,,1,6,ASSUMED_HOSTILE,193,441,0,1,FALSE,1,6,,4,1,0,4,2,6,7,0,0,24
37,categorical_black,categorical,black,monitoring,3,4,0,CLICKED,2299,"","",,,,1276,6,ASSUMED_HOSTILE,,312,309,6,ASSUMED_HOSTILE,1,1,UNKNOWN,143,195,0,1,FALSE,6,1,23,4,1,0,5,2,6,6,0,0,24
37,categorical_black,categorical,black,monitoring,3,5,0,TIMEOUT,,"","",,,,1101,5,ASSUMED_FRIEND,,,,,,12,4,HOSTILE,375,480,0,1,FALSE,5,4,,5,1,0,5,2,5,6,0,0,24
37,categorical_black,categorical,black,monitoring,3,6,0,TIMEOUT,,"","",,,,1927,2,FRIEND,,,,,,6,3,NEUTRAL,425,597,0,1,FALSE,2,3,,5,2,0,5,1,5,6,0,0,24
37,categorical_black,categorical,black,monitoring,3,7,0,TIMEOUT,,"","",,,,924,3,NEUTRAL,,,,,,6,6,ASSUMED_HOSTILE,365,604,0,1,FALSE,3,6,,5,1,0,5,1,5,7,0,0,24
37,categorical_black,categorical,black,monitoring,3,8,0,TIMEOUT,,"","",,,,1530,6,ASSUMED_HOSTILE,,,,,,6,1,UNKNOWN,319,566,0,1,FALSE,6,1,,5,1,0,6,1,5,6,0,0,24
37,categorical_black,categorical,black,monitoring,3,9,1,CLICKED,1647,"","",,,,1795,5,ASSUMED_FRIEND,,334,361,3,NEUTRAL,13,3,NEUTRAL,334,361,0,1,FALSE,5,3,13,5,2,0,6,1,4,6,0,0,24
37,categorical_black,categorical,black,monitoring,3,10,1,CLICKED,1383,"","",,,,1683,6,ASSUMED_HOSTILE,,341,403,5,ASSUMED_FRIEND,18,5,ASSUMED_FRIEND,341,403,0,1,FALSE,6,5,18,5,2,0,6,1,5,5,0,0,24
37,categorical_black,categorical,black,monitoring,3,11,0,TIMEOUT,,"","",,,,1562,1,UNKNOWN,,,,,,1,5,ASSUMED_FRIEND,463,268,0,1,FALSE,1,5,,5,2,0,5,1,6,5,0,0,24
37,categorical_black,categorical,black,monitoring,3,12,0,TIMEOUT,,"","",,,,1978,5,ASSUMED_FRIEND,,,,,,1,6,ASSUMED_HOSTILE,510,321,0,1,FALSE,5,6,,5,2,0,5,1,5,6,0,0,24
37,categorical_black,categorical,black,monitoring,3,13,0,TIMEOUT,,"","",,,,973,6,ASSUMED_HOSTILE,,,,,,1,3,NEUTRAL,533,308,0,1,FALSE,6,3,,5,3,0,5,1,5,5,0,0,24
37,categorical_black,categorical,black,monitoring,3,14,0,TIMEOUT,,"","",,,,999,1,UNKNOWN,,,,,,2,4,HOSTILE,366,686,0,1,FALSE,1,4,,6,3,0,4,1,5,5,0,0,24
37,categorical_black,categorical,black,monitoring,3,15,0,TIMEOUT,,"","",,,,1458,5,ASSUMED_FRIEND,,,,,,14,2,FRIEND,117,562,0,1,FALSE,5,2,,6,3,0,4,2,4,5,0,0,24
37,categorical_black,categorical,black,monitoring,3,16,1,CLICKED,1998,"","",,,,952,5,ASSUMED_FRIEND,,315,517,2,FRIEND,15,2,FRIEND,315,517,0,1,FALSE,5,2,15,6,3,0,4,3,3,5,0,0,24
37,categorical_black,categorical,black,monitoring,3,17,1,CLICKED,1057,"","",,,,1569,5,ASSUMED_FRIEND,,297,377,3,NEUTRAL,16,3,NEUTRAL,297,377,0,1,FALSE,5,3,16,6,4,0,4,3,2,5,0,0,24
37,categorical_black,categorical,black,monitoring,3,18,1,CLICKED,1222,"","",,,,986,6,ASSUMED_HOSTILE,,434,502,5,ASSUMED_FRIEND,19,5,ASSUMED_FRIEND,434,502,0,1,FALSE,6,5,19,6,4,0,4,3,3,4,0,0,24
37,categorical_black,categorical,black,monitoring,3,19,1,CLICKED,1213,"","",,,,1229,1,UNKNOWN,,477,389,4,HOSTILE,3,4,HOSTILE,477,389,0,1,FALSE,1,4,3,7,4,0,3,3,3,4,0,0,24
37,categorical_black,categorical,black,monitoring,3,20,1,CLICKED,2620,"","",,,,1048,5,ASSUMED_FRIEND,,626,172,4,HOSTILE,17,4,HOSTILE,626,172,0,1,FALSE,5,4,17,8,4,0,3,3,2,4,0,0,24
37,categorical_black,categorical,black,monitoring,3,21,0,TIMEOUT,,"","",,,,1381,1,UNKNOWN,,,,,,4,2,FRIEND,295,275,0,1,FALSE,1,2,,8,4,0,2,4,2,4,0,0,24
37,categorical_black,categorical,black,monitoring,3,22,0,TIMEOUT,,"","",,,,849,4,HOSTILE,,,,,,0,2,FRIEND,139,393,0,1,FALSE,4,2,,7,4,0,2,5,2,4,0,0,24
37,categorical_black,categorical,black,monitoring,3,23,0,TIMEOUT,,"","",,,,1534,5,ASSUMED_FRIEND,,,,,,18,1,UNKNOWN,547,620,0,1,FALSE,5,1,,7,4,0,3,5,1,4,0,0,24
