id_participant,type,category_learning_trial,condition_experiment,tick,completed_by,participant_id,starting_time_trial,finishing_time_trial,reaction_time,category,category_id,category_selected,category_selected_id,correct,trained,practice_trial,iti_trial,previous_category_id,previous_category,selected_id,current_position_entity_selected_x,current_position_entity_selected_y,selected_entity_category_id,selected_entity_category,changed_entity_id,changed_entity_category_id,changed_entity_category,current_position_entity_changed_x,current_position_entity_changed_y,first_round,second_round,monitoring_trial,trial_no_change,from_category_id,to_category_id,selected_entity_id,HOSTILE_entities,NEUTRAL_entities,PENDING_entities,UNKNOWN_entities,FRIEND_entities,ASSUMED_FRIEND_entities,ASSUMED_HOSTILE_entities,UNCERTAIN_FRIEND_entities,UNCERTAIN_HOSTILE_entities,total_entities_second_round,round
4,complete_monitoring_trial,,2,5166,CLICKED_monitoring,4,1606827392219,1606827393429,1210,,,,,True,,,1019.0,6,ASSUMED_HOSTILE,,271,315,1,UNKNOWN,22.0,1,UNKNOWN,271.0,315.0,0.0,1.0,23.0,False,6,1,22,8.0,3.0,0.0,3.0,7.0,2.0,1.0,0.0,0.0,24.0,1.0
4,complete_monitoring_trial,,2,5542,TIMEOUT_monitoring,4,1606827397153,NA,NA,,,,,False,,,1706.0,1,UNKNOWN,,NA,NA,NA,NA,10.0,3,NEUTRAL,553.0,383.0,0.0,1.0,24.0,False,1,3,NA,8.0,4.0,0.0,2.0,7.0,2.0,1.0,0.0,0.0,24.0,1.0
4,complete_monitoring_trial,,2,5716,CLICKED_monitoring,4,1606827408293,1606827409623,1330,,,,,True,,,1705.0,6,ASSUMED_HOSTILE,,190,511,1,UNKNOWN,23.0,1,UNKNOWN,190.0,511.0,0.0,1.0,25.0,False,6,1,23,8.0,4.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,24.0,1.0
4,complete_monitoring_trial,,2,6059,TIMEOUT_monitoring,4,1606827412366,NA,NA,,,,,False,,,731.0,1,UNKNOWN,,NA,NA,NA,NA,20.0,5,ASSUMED_FRIEND,211.0,309.0,0.0,1.0,26.0,False,1,5,NA,8.0,4.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,24.0,1.0
4,complete_monitoring_trial,,2,6418,TIMEOUT_monitoring,4,1606827422762,NA,NA,,,,,False,,,1155.0,1,UNKNOWN,,NA,NA,NA,NA,22.0,4,HOSTILE,94.0,78.0,0.0,1.0,27.0,False,1,4,NA,9.0,4.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,24.0,1.0
4,complete_monitoring_trial,,2,6761,TIMEOUT_monitoring,4,1606827432925,NA,NA,,,,,False,,,792.0,1,UNKNOWN,,NA,NA,NA,NA,23.0,3,NEUTRAL,412.0,519.0,0.0,1.0,28.0,False,1,3,NA,9.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,24.0,1.0
4,complete_monitoring_trial,,2,6941,CLICKED_monitoring,4,1606827443781,1606827445711,1930,,,,,True,,,1479.0,5,ASSUMED_FRIEND,,597,476,3,NEUTRAL,4.0,3,NEUTRAL,597.0,476.0,0.0,1.0,29.0,False,5,3,4,9.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,419,TIMEOUT_monitoring,5,1606827515613,NA,NA,,,,,False,,,1899.0,1,UNKNOWN,,NA,NA,NA,NA,0.0,2,FRIEND,388.0,494.0,0.0,1.0,0.0,False,1,2,NA,2.0,2.0,0.0,5.0,3.0,6.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,829,TIMEOUT_monitoring,5,1606827523862,NA,NA,,,,,False,,,1203.0,6,ASSUMED_HOSTILE,,NA,NA,NA,NA,18.0,2,FRIEND,105.0,367.0,0.0,1.0,1.0,False,6,2,NA,2.0,2.0,0.0,5.0,4.0,6.0,5.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,1249,TIMEOUT_monitoring,5,1606827532268,NA,NA,,,,,False,,,1407.0,1,UNKNOWN,,NA,NA,NA,NA,1.0,5,ASSUMED_FRIEND,427.0,262.0,0.0,1.0,2.0,False,1,5,NA,2.0,2.0,0.0,4.0,4.0,7.0,5.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,1643,TIMEOUT_monitoring,5,1606827540139,NA,NA,,,,,False,,,879.0,1,UNKNOWN,,NA,NA,NA,NA,2.0,6,ASSUMED_HOSTILE,185.0,432.0,0.0,1.0,3.0,False,1,6,NA,2.0,2.0,0.0,3.0,4.0,7.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,2066,TIMEOUT_monitoring,5,1606827548602,NA,NA,,,,,False,,,1458.0,3,NEUTRAL,,NA,NA,NA,NA,8.0,5,ASSUMED_FRIEND,155.0,146.0,0.0,1.0,4.0,False,3,5,NA,2.0,1.0,0.0,3.0,4.0,8.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,2463,TIMEOUT_monitoring,5,1606827556537,NA,NA,,,,,False,,,936.0,1,UNKNOWN,,NA,NA,NA,NA,3.0,4,HOSTILE,486.0,88.0,0.0,1.0,5.0,False,1,4,NA,3.0,1.0,0.0,2.0,4.0,8.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,2858,TIMEOUT_monitoring,5,1606827564436,NA,NA,,,,,False,,,896.0,1,UNKNOWN,,NA,NA,NA,NA,4.0,6,ASSUMED_HOSTILE,436.0,240.0,0.0,1.0,6.0,False,1,6,NA,3.0,1.0,0.0,1.0,4.0,8.0,7.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,3288,CLICKED_monitoring,5,1606827573222,1606827578040,4818,,,,,True,,,1784.0,5,ASSUMED_FRIEND,,534,666,1,UNKNOWN,1.0,1,UNKNOWN,534.0,666.0,0.0,1.0,7.0,False,5,1,1,3.0,1.0,0.0,2.0,4.0,7.0,7.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,3738,TIMEOUT_monitoring,5,1606827582047,NA,NA,,,,,False,,,2000.0,6,ASSUMED_HOSTILE,,NA,NA,NA,NA,2.0,1,UNKNOWN,275.0,698.0,0.0,1.0,8.0,False,6,1,NA,3.0,1.0,0.0,3.0,4.0,7.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,4131,TIMEOUT_monitoring,5,1606827589907,NA,NA,,,,,False,,,867.0,1,UNKNOWN,,NA,NA,NA,NA,1.0,2,FRIEND,304.0,484.0,0.0,1.0,9.0,False,1,2,NA,3.0,1.0,0.0,2.0,5.0,7.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,4506,TIMEOUT_monitoring,5,1606827597408,NA,NA,,,,,False,,,504.0,5,ASSUMED_FRIEND,,NA,NA,NA,NA,8.0,4,HOSTILE,533.0,422.0,0.0,1.0,10.0,False,5,4,NA,4.0,1.0,0.0,2.0,5.0,6.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,4891,TIMEOUT_monitoring,5,1606827605104,NA,NA,,,,,False,,,707.0,5,ASSUMED_FRIEND,,NA,NA,NA,NA,12.0,1,UNKNOWN,549.0,207.0,0.0,1.0,11.0,False,5,1,NA,4.0,1.0,0.0,3.0,5.0,5.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,5110,CLICKED_monitoring,5,1606827613421,1606827614478,1057,,,,,True,,,1322.0,5,ASSUMED_FRIEND,,206,206,4,HOSTILE,13.0,4,HOSTILE,206.0,206.0,0.0,1.0,12.0,False,5,4,13,5.0,1.0,0.0,3.0,5.0,4.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,5489,TIMEOUT_monitoring,5,1606827617059,NA,NA,,,,,False,,,575.0,2,FRIEND,,NA,NA,NA,NA,0.0,5,ASSUMED_FRIEND,147.0,287.0,0.0,1.0,13.0,False,2,5,NA,5.0,1.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,5938,TIMEOUT_monitoring,5,1606827626039,NA,NA,,,,,False,,,1981.0,3,NEUTRAL,,NA,NA,NA,NA,9.0,2,FRIEND,470.0,206.0,0.0,1.0,14.0,False,3,2,NA,5.0,0.0,0.0,3.0,5.0,5.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,6316,TIMEOUT_monitoring,5,1606827633598,NA,NA,,,,,False,,,557.0,6,ASSUMED_HOSTILE,,NA,NA,NA,NA,4.0,1,UNKNOWN,381.0,561.0,0.0,1.0,15.0,False,6,1,NA,5.0,0.0,0.0,4.0,5.0,5.0,5.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,6642,CLICKED_monitoring,5,1606827642161,1606827645116,2955,,,,,False,,,1557.0,6,ASSUMED_HOSTILE,,470,240,2,FRIEND,19.0,2,FRIEND,575.0,151.0,0.0,1.0,16.0,False,6,2,9,5.0,0.0,0.0,4.0,6.0,5.0,4.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,7021,TIMEOUT_monitoring,5,1606827647696,NA,NA,,,,,False,,,576.0,5,ASSUMED_FRIEND,,NA,NA,NA,NA,0.0,2,FRIEND,187.0,258.0,0.0,1.0,17.0,False,5,2,NA,5.0,0.0,0.0,4.0,7.0,4.0,4.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,7246,CLICKED_monitoring,5,1606827655730,1606827657208,1478,,,,,True,,,1032.0,2,FRIEND,,148,419,6,ASSUMED_HOSTILE,0.0,6,ASSUMED_HOSTILE,148.0,419.0,0.0,1.0,18.0,False,2,6,0,5.0,0.0,0.0,4.0,6.0,4.0,5.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,7526,CLICKED_monitoring,5,1606827660963,1606827662797,1834,,,,,True,,,1751.0,5,ASSUMED_FRIEND,,459,292,6,ASSUMED_HOSTILE,14.0,6,ASSUMED_HOSTILE,459.0,292.0,0.0,1.0,19.0,False,5,6,14,5.0,0.0,0.0,4.0,6.0,3.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,7726,CLICKED_monitoring,5,1606827665710,1606827666808,1098,,,,,True,,,903.0,1,UNKNOWN,,303,423,4,HOSTILE,2.0,4,HOSTILE,303.0,423.0,0.0,1.0,20.0,False,1,4,2,6.0,0.0,0.0,3.0,6.0,3.0,6.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,7932,CLICKED_monitoring,5,1606827669904,1606827670919,1015,,,,,True,,,1090.0,6,ASSUMED_HOSTILE,,139,485,4,HOSTILE,0.0,4,HOSTILE,139.0,485.0,0.0,1.0,21.0,False,6,4,0,7.0,0.0,0.0,3.0,6.0,3.0,5.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,8342,CLICKED_monitoring,5,1606827674670,1606827679119,4449,,,,,False,,,1746.0,6,ASSUMED_HOSTILE,,478,140,2,FRIEND,14.0,5,ASSUMED_FRIEND,497.0,282.0,0.0,1.0,22.0,False,6,5,18,7.0,0.0,0.0,3.0,6.0,4.0,4.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,8765,TIMEOUT_monitoring,5,1606827682576,NA,NA,,,,,False,,,1449.0,1,UNKNOWN,,NA,NA,NA,NA,4.0,2,FRIEND,295.0,232.0,0.0,1.0,23.0,False,1,2,NA,7.0,0.0,0.0,2.0,7.0,4.0,4.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,9188,TIMEOUT_monitoring,5,1606827691056,NA,NA,,,,,False,,,1452.0,5,ASSUMED_FRIEND,,NA,NA,NA,NA,14.0,4,HOSTILE,519.0,181.0,0.0,1.0,24.0,False,5,4,NA,8.0,0.0,0.0,2.0,7.0,3.0,4.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,9567,TIMEOUT_monitoring,5,1606827698638,NA,NA,,,,,False,,,581.0,5,ASSUMED_FRIEND,,NA,NA,NA,NA,15.0,4,HOSTILE,148.0,332.0,0.0,1.0,25.0,False,5,4,NA,9.0,0.0,0.0,2.0,7.0,2.0,4.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,10003,TIMEOUT_monitoring,5,1606827707362,NA,NA,,,,,False,,,1725.0,1,UNKNOWN,,NA,NA,NA,NA,5.0,5,ASSUMED_FRIEND,70.0,549.0,0.0,1.0,26.0,False,1,5,NA,9.0,0.0,0.0,1.0,7.0,3.0,4.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,10247,CLICKED_monitoring,5,1606827715778,1606827717246,1468,,,,,True,,,1415.0,2,FRIEND,,289,365,4,HOSTILE,1.0,4,HOSTILE,289.0,365.0,0.0,1.0,27.0,False,2,4,1,10.0,0.0,0.0,1.0,6.0,3.0,4.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,10456,CLICKED_monitoring,5,1606827720398,1606827721418,1020,,,,,True,,,1148.0,6,ASSUMED_HOSTILE,,567,436,4,HOSTILE,20.0,4,HOSTILE,567.0,436.0,0.0,1.0,28.0,False,6,4,20,11.0,0.0,0.0,1.0,6.0,3.0,3.0,0.0,0.0,24.0,1.0
5,complete_monitoring_trial,,2,10851,TIMEOUT_monitoring,5,1606827724330,NA,NA,,,,,False,,,909.0,5,ASSUMED_FRIEND,,NA,NA,NA,NA,5.0,3,NEUTRAL,607.0,442.0,0.0,1.0,29.0,False,5,3,NA,11.0,1.0,0.0,1.0,6.0,2.0,3.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,135,CLICKED_monitoring,6,1606831413473,1606831414392,919,,,,,True,,,1493.0,4,HOSTILE,,623,145,2,FRIEND,10.0,2,FRIEND,623.0,145.0,0.0,1.0,0.0,False,4,2,10,1.0,2.0,0.0,6.0,3.0,6.0,6.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,275,CLICKED_monitoring,6,1606831416921,1606831417953,1032,,,,,True,,,500.0,1,UNKNOWN,,474,230,6,ASSUMED_HOSTILE,0.0,6,ASSUMED_HOSTILE,474.0,230.0,0.0,1.0,1.0,False,1,6,0,1.0,2.0,0.0,5.0,3.0,6.0,7.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,443,CLICKED_monitoring,6,1606831421043,1606831422329,1286,,,,,True,,,1071.0,1,UNKNOWN,,306,504,5,ASSUMED_FRIEND,1.0,5,ASSUMED_FRIEND,306.0,504.0,0.0,1.0,2.0,False,1,5,1,1.0,2.0,0.0,4.0,3.0,7.0,7.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,628,CLICKED_monitoring,6,1606831426131,1606831427184,1053,,,,,True,,,1767.0,2,FRIEND,,405,176,5,ASSUMED_FRIEND,6.0,5,ASSUMED_FRIEND,405.0,176.0,0.0,1.0,3.0,False,2,5,6,1.0,2.0,0.0,4.0,2.0,8.0,7.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,779,CLICKED_monitoring,6,1606831429769,1606831430889,1120,,,,,True,,,572.0,1,UNKNOWN,,742,237,5,ASSUMED_FRIEND,2.0,5,ASSUMED_FRIEND,742.0,237.0,0.0,1.0,4.0,False,1,5,2,1.0,2.0,0.0,3.0,2.0,9.0,7.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,960,CLICKED_monitoring,6,1606831434133,1606831435624,1491,,,,,True,,,1229.0,5,ASSUMED_FRIEND,,177,450,6,ASSUMED_HOSTILE,1.0,6,ASSUMED_HOSTILE,177.0,450.0,0.0,1.0,5.0,False,5,6,1,1.0,2.0,0.0,3.0,2.0,8.0,8.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,1115,CLICKED_monitoring,6,1606831438630,1606831439673,1043,,,,,True,,,989.0,5,ASSUMED_FRIEND,,645,296,3,NEUTRAL,2.0,3,NEUTRAL,645.0,296.0,0.0,1.0,6.0,False,5,3,2,1.0,3.0,0.0,3.0,2.0,7.0,8.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,1274,CLICKED_monitoring,6,1606831442608,1606831443681,1073,,,,,True,,,927.0,6,ASSUMED_HOSTILE,,547,183,3,NEUTRAL,0.0,3,NEUTRAL,547.0,183.0,0.0,1.0,7.0,False,6,3,0,1.0,4.0,0.0,3.0,2.0,7.0,7.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,1458,CLICKED_monitoring,6,1606831447571,1606831448528,957,,,,,True,,,1864.0,3,NEUTRAL,,547,185,5,ASSUMED_FRIEND,0.0,5,ASSUMED_FRIEND,547.0,185.0,0.0,1.0,8.0,False,3,5,0,1.0,3.0,0.0,3.0,2.0,8.0,7.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,1609,CLICKED_monitoring,6,1606831451291,1606831452328,1037,,,,,True,,,741.0,1,UNKNOWN,,303,370,2,FRIEND,3.0,2,FRIEND,303.0,370.0,0.0,1.0,9.0,False,1,2,3,1.0,3.0,0.0,2.0,3.0,8.0,7.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,1805,CLICKED_monitoring,6,1606831456331,1606831457369,1038,,,,,True,,,1999.0,5,ASSUMED_FRIEND,,660,19,2,FRIEND,0.0,2,FRIEND,660.0,19.0,0.0,1.0,10.0,False,5,2,0,1.0,3.0,0.0,2.0,4.0,7.0,7.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,1955,CLICKED_monitoring,6,1606831459939,1606831461200,1261,,,,,True,,,557.0,5,ASSUMED_FRIEND,,64,332,2,FRIEND,6.0,2,FRIEND,64.0,332.0,0.0,1.0,11.0,False,5,2,6,1.0,3.0,0.0,2.0,5.0,6.0,7.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,2169,CLICKED_monitoring,6,1606831464201,1606831466570,2369,,,,,True,,,991.0,6,ASSUMED_HOSTILE,,201,563,5,ASSUMED_FRIEND,1.0,5,ASSUMED_FRIEND,201.0,563.0,0.0,1.0,12.0,False,6,5,1,1.0,3.0,0.0,2.0,5.0,7.0,6.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,2312,CLICKED_monitoring,6,1606831469104,1606831470281,1177,,,,,True,,,508.0,5,ASSUMED_FRIEND,,166,470,2,FRIEND,1.0,2,FRIEND,166.0,470.0,0.0,1.0,13.0,False,5,2,1,1.0,3.0,0.0,2.0,6.0,6.0,6.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,2474,CLICKED_monitoring,6,1606831473341,1606831474417,1076,,,,,True,,,1036.0,1,UNKNOWN,,518,256,2,FRIEND,4.0,2,FRIEND,518.0,256.0,0.0,1.0,14.0,False,1,2,4,1.0,3.0,0.0,1.0,7.0,6.0,6.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,2660,CLICKED_monitoring,6,1606831477525,1606831479272,1747,,,,,True,,,1101.0,4,HOSTILE,,442,518,5,ASSUMED_FRIEND,11.0,5,ASSUMED_FRIEND,442.0,518.0,0.0,1.0,15.0,False,4,5,11,0.0,3.0,0.0,1.0,7.0,7.0,6.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,2854,CLICKED_monitoring,6,1606831483121,1606831484256,1135,,,,,True,,,1836.0,1,UNKNOWN,,455,377,2,FRIEND,5.0,2,FRIEND,455.0,377.0,0.0,1.0,16.0,False,1,2,5,0.0,3.0,0.0,0.0,8.0,7.0,6.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,3002,CLICKED_monitoring,6,1606831487203,1606831488065,862,,,,,True,,,932.0,6,ASSUMED_HOSTILE,,263,239,4,HOSTILE,18.0,4,HOSTILE,263.0,239.0,0.0,1.0,17.0,False,6,4,18,1.0,3.0,0.0,0.0,8.0,7.0,5.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,3147,CLICKED_monitoring,6,1606831490794,1606831491769,975,,,,,True,,,719.0,6,ASSUMED_HOSTILE,,125,295,5,ASSUMED_FRIEND,19.0,5,ASSUMED_FRIEND,125.0,295.0,0.0,1.0,18.0,False,6,5,19,1.0,3.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,3315,CLICKED_monitoring,6,1606831495071,1606831496017,946,,,,,True,,,1295.0,5,ASSUMED_FRIEND,,376,501,6,ASSUMED_HOSTILE,11.0,6,ASSUMED_HOSTILE,376.0,501.0,0.0,1.0,19.0,False,5,6,11,1.0,3.0,0.0,0.0,8.0,7.0,5.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,3476,CLICKED_monitoring,6,1606831499531,1606831500241,710,,,,,True,,,1497.0,5,ASSUMED_FRIEND,,373,626,1,UNKNOWN,12.0,1,UNKNOWN,373.0,626.0,0.0,1.0,20.0,False,5,1,12,1.0,3.0,0.0,1.0,8.0,6.0,5.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,3664,CLICKED_monitoring,6,1606831504186,1606831505320,1134,,,,,True,,,1925.0,5,ASSUMED_FRIEND,,424,387,2,FRIEND,13.0,2,FRIEND,424.0,387.0,0.0,1.0,21.0,False,5,2,13,1.0,3.0,0.0,1.0,9.0,5.0,5.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,3835,CLICKED_monitoring,6,1606831508863,1606831509984,1121,,,,,True,,,1514.0,6,ASSUMED_HOSTILE,,378,550,2,FRIEND,11.0,2,FRIEND,378.0,550.0,0.0,1.0,22.0,False,6,2,11,1.0,3.0,0.0,1.0,10.0,5.0,4.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,4141,CLICKED_monitoring,6,1606831513902,1606831517994,4092,,,,,False,,,1890.0,1,UNKNOWN,,264,126,6,ASSUMED_HOSTILE,12.0,3,NEUTRAL,403.0,591.0,0.0,1.0,23.0,False,1,3,20,1.0,4.0,0.0,0.0,10.0,5.0,4.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,4337,CLICKED_monitoring,6,1606831521631,1606831522825,1194,,,,,True,,,1633.0,2,FRIEND,,772,166,1,UNKNOWN,0.0,1,UNKNOWN,772.0,166.0,0.0,1.0,24.0,False,2,1,0,1.0,4.0,0.0,1.0,9.0,5.0,4.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,4513,CLICKED_monitoring,6,1606831526193,1606831527216,1023,,,,,True,,,1340.0,5,ASSUMED_FRIEND,,254,372,4,HOSTILE,14.0,4,HOSTILE,254.0,372.0,0.0,1.0,25.0,False,5,4,14,2.0,4.0,0.0,1.0,9.0,4.0,4.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,4704,CLICKED_monitoring,6,1606831531021,1606831532120,1099,,,,,True,,,1782.0,1,UNKNOWN,,15,476,6,ASSUMED_HOSTILE,0.0,6,ASSUMED_HOSTILE,15.0,476.0,0.0,1.0,26.0,False,1,6,0,2.0,4.0,0.0,0.0,9.0,4.0,5.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,5086,TIMEOUT_monitoring,6,1606831535591,NA,NA,,,,,False,,,1446.0,6,ASSUMED_HOSTILE,,NA,NA,NA,NA,0.0,4,HOSTILE,223.0,526.0,0.0,1.0,27.0,False,6,4,NA,3.0,4.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,5283,CLICKED_monitoring,6,1606831546151,1606831547064,913,,,,,True,,,1988.0,3,NEUTRAL,,443,593,1,UNKNOWN,2.0,1,UNKNOWN,443.0,593.0,0.0,1.0,28.0,False,3,1,2,3.0,3.0,0.0,1.0,9.0,4.0,4.0,0.0,0.0,24.0,1.0
6,complete_monitoring_trial,,3,5472,CLICKED_monitoring,6,1606831550966,1606831551834,868,,,,,True,,,1885.0,1,UNKNOWN,,395,612,5,ASSUMED_FRIEND,2.0,5,ASSUMED_FRIEND,395.0,612.0,0.0,1.0,29.0,False,1,5,2,3.0,3.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,394,TIMEOUT_monitoring,7,1606831530661,NA,NA,,,,,False,,,881.0,1,UNKNOWN,,NA,NA,NA,NA,0.0,4,HOSTILE,167.0,625.0,0.0,1.0,0.0,False,1,4,NA,3.0,2.0,0.0,5.0,2.0,6.0,6.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,623,CLICKED_monitoring,7,1606831539280,1606831540240,960,,,,,True,,,1613.0,1,UNKNOWN,,95,377,4,HOSTILE,1.0,4,HOSTILE,95.0,377.0,0.0,1.0,1.0,False,1,4,1,4.0,2.0,0.0,4.0,2.0,6.0,6.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,864,CLICKED_monitoring,7,1606831543992,1606831545067,1075,,,,,True,,,1737.0,1,UNKNOWN,,255,516,5,ASSUMED_FRIEND,2.0,5,ASSUMED_FRIEND,255.0,516.0,0.0,1.0,2.0,False,1,5,2,4.0,2.0,0.0,3.0,2.0,7.0,6.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,1053,CLICKED_monitoring,7,1606831547890,1606831548841,951,,,,,True,,,819.0,3,NEUTRAL,,399,690,4,HOSTILE,8.0,4,HOSTILE,399.0,690.0,0.0,1.0,3.0,False,3,4,8,5.0,1.0,0.0,3.0,2.0,7.0,6.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,1235,CLICKED_monitoring,7,1606831551625,1606831552485,860,,,,,True,,,780.0,5,ASSUMED_FRIEND,,256,517,3,NEUTRAL,2.0,3,NEUTRAL,256.0,517.0,0.0,1.0,4.0,False,5,3,2,5.0,2.0,0.0,3.0,2.0,6.0,6.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,1485,CLICKED_monitoring,7,1606831556180,1606831557487,1307,,,,,True,,,1693.0,1,UNKNOWN,,197,255,6,ASSUMED_HOSTILE,3.0,6,ASSUMED_HOSTILE,197.0,255.0,0.0,1.0,5.0,False,1,6,3,5.0,2.0,0.0,2.0,2.0,6.0,7.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,1883,TIMEOUT_monitoring,7,1606831560455,NA,NA,,,,,False,,,964.0,3,NEUTRAL,,NA,NA,NA,NA,2.0,2,FRIEND,386.0,507.0,0.0,1.0,6.0,False,3,2,NA,5.0,1.0,0.0,2.0,3.0,6.0,7.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,2067,CLICKED_monitoring,7,1606831568335,1606831569128,793,,,,,True,,,894.0,6,ASSUMED_HOSTILE,,226,416,1,UNKNOWN,3.0,1,UNKNOWN,226.0,416.0,0.0,1.0,7.0,False,6,1,3,5.0,1.0,0.0,3.0,3.0,6.0,6.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,2297,CLICKED_monitoring,7,1606831572818,1606831573729,911,,,,,True,,,1680.0,5,ASSUMED_FRIEND,,537,353,4,HOSTILE,12.0,4,HOSTILE,537.0,353.0,0.0,1.0,8.0,False,5,4,12,6.0,1.0,0.0,3.0,3.0,5.0,6.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,2531,CLICKED_monitoring,7,1606831577570,1606831578406,836,,,,,True,,,1838.0,2,FRIEND,,242,484,6,ASSUMED_HOSTILE,2.0,6,ASSUMED_HOSTILE,242.0,484.0,0.0,1.0,9.0,False,2,6,2,6.0,1.0,0.0,3.0,2.0,5.0,7.0,0.0,0.0,24.0,1.0
7,complete_monitoring_trial,,3,2766,CLICKED_monitoring,7,1606831582323,1606831583110,787,,,,,True,,,1914.0,6,ASSUMED_HOSTILE,,137,408,3,NEUTRAL,2.0,3,NEUTRAL,137.0,408.0,0.0,1.0,10.0,False,6,3,2,6.0,2.0,0.0,3.0,2.0,5.0,6.0,0.0,0.0,24.0,1.0
