id_participant,type,category_learning_trial,condition_experiment,tick,completed_by,participant_id,starting_time_trial,finishing_time_trial,reaction_time,category,category_id,category_selected,category_selected_id,correct,trained,practice_trial,iti_trial,previous_category_id,previous_category,selected_id,current_position_entity_selected_x,current_position_entity_selected_y,selected_entity_category_id,selected_entity_category,changed_entity_id,changed_entity_category_id,changed_entity_category,current_position_entity_changed_x,current_position_entity_changed_y,first_round,second_round,monitoring_trial,trial_no_change,from_category_id,to_category_id,selected_entity_id,HOSTILE_entities,NEUTRAL_entities,PENDING_entities,UNKNOWN_entities,FRIEND_entities,ASSUMED_FRIEND_entities,ASSUMED_HOSTILE_entities,UNCERTAIN_FRIEND_entities,UNCERTAIN_HOSTILE_entities,total_entities_second_round,round
2,complete_category_learning_trial,1.0,1,325,TIMEOUT,2,1606821837005,NA,NA,NEUTRAL,3.0,NA,NA,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,2.0,1,444,CLICKED,2,1606821842513,1606821844917,2404,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,3.0,1,649,CLICKED,2,1606821846954,1606821849020,2066,UNKNOWN,1.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,4.0,1,878,CLICKED,2,1606821851052,1606821853588,2536,FRIEND,2.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,5.0,1,1059,CLICKED,2,1606821855608,1606821857212,1604,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,6.0,1,1258,CLICKED,2,1606821859226,1606821861205,1979,FRIEND,2.0,UNKNOWN,1,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,7.0,1,1451,CLICKED,2,1606821863225,1606821865055,1830,NEUTRAL,3.0,FRIEND,2,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,8.0,1,1715,CLICKED,2,1606821867092,1606821870328,3236,UNKNOWN,1.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,9.0,1,1905,CLICKED,2,1606821872353,1606821874125,1772,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,10.0,1,2079,CLICKED,2,1606821876153,1606821877616,1463,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,11.0,1,2250,CLICKED,2,1606821879649,1606821881043,1394,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,12.0,1,2417,CLICKED,2,1606821883071,1606821884381,1310,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,13.0,1,2621,CLICKED,2,1606821886404,1606821888461,2057,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,14.0,1,2802,CLICKED,2,1606821890485,1606821892076,1591,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,15.0,1,3014,CLICKED,2,1606821894109,1606821896316,2207,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,complete_category_learning_trial,16.0,1,3189,CLICKED,2,1606821898351,1606821899809,1458,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,1.0,1,325,TIMEOUT,3,1606821927611,NA,NA,HOSTILE,4.0,NA,NA,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,2.0,1,456,CLICKED,3,1606821933114,1606821935739,2625,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,3.0,1,628,CLICKED,3,1606821937751,1606821939179,1428,UNKNOWN,1.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,4.0,1,788,CLICKED,3,1606821941190,1606821942387,1197,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,5.0,1,936,CLICKED,3,1606821944391,1606821945347,956,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,6.0,1,1087,CLICKED,3,1606821947351,1606821948355,1004,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,7.0,1,1257,CLICKED,3,1606821950370,1606821951763,1393,FRIEND,2.0,UNKNOWN,1,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,8.0,1,1422,CLICKED,3,1606821953770,1606821955067,1297,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,9.0,1,1575,CLICKED,3,1606821957071,1606821958123,1052,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,10.0,1,1722,CLICKED,3,1606821960130,1606821961067,937,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,complete_category_learning_trial,11.0,1,1875,CLICKED,3,1606821963070,1606821964115,1045,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,1.0,2,267,CLICKED,4,1606827073984,1606827080515,1531,ASSUMED_HOSTILE,6.0,UNKNOWN,1,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,2.0,2,600,TIMEOUT,4,1606827082549,NA,NA,FRIEND,2.0,NA,NA,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,3.0,2,701,CLICKED,4,1606827090561,1606827093507,2946,ASSUMED_FRIEND,5.0,ASSUMED_FRIEND,5,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,4.0,2,836,CLICKED,4,1606827095532,1606827097492,1960,HOSTILE,4.0,FRIEND,2,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,5.0,2,974,CLICKED,4,1606827099519,1606827101461,1942,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,6.0,2,1105,CLICKED,4,1606827103519,1606827105329,1810,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,7.0,2,1237,CLICKED,4,1606827107369,1606827109265,1896,FRIEND,2.0,HOSTILE,4,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,8.0,2,1362,CLICKED,4,1606827111290,1606827112976,1686,UNKNOWN,1.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,9.0,2,1506,CLICKED,4,1606827115017,1606827117265,2248,ASSUMED_HOSTILE,6.0,ASSUMED_FRIEND,5,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,10.0,2,1649,CLICKED,4,1606827119307,1606827121453,2146,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,11.0,2,1832,CLICKED,4,1606827123499,1606827126804,3305,ASSUMED_FRIEND,5.0,FRIEND,2,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,12.0,2,2001,CLICKED,4,1606827128832,1606827131876,3044,HOSTILE,4.0,ASSUMED_FRIEND,5,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,13.0,2,2130,CLICKED,4,1606827133919,1606827135570,1651,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,14.0,2,2258,CLICKED,4,1606827137590,1606827139429,1839,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,15.0,2,2496,CLICKED,4,1606827141457,1606827146445,4988,ASSUMED_FRIEND,5.0,ASSUMED_FRIEND,5,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,16.0,2,2633,CLICKED,4,1606827148494,1606827150492,1998,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,17.0,2,2783,CLICKED,4,1606827152512,1606827154913,2401,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,18.0,2,2910,CLICKED,4,1606827156954,1606827158741,1787,ASSUMED_HOSTILE,6.0,ASSUMED_HOSTILE,6,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,19.0,2,3245,TIMEOUT,4,1606827160780,NA,NA,ASSUMED_HOSTILE,6.0,NA,NA,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,20.0,2,3311,CLICKED,4,1606827168990,1606827170946,1956,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,complete_category_learning_trial,21.0,2,3447,CLICKED,4,1606827172974,1606827175054,2080,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,1.0,2,325,TIMEOUT,5,1606827241590,NA,NA,ASSUMED_HOSTILE,6.0,NA,NA,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,2.0,2,549,CLICKED,5,1606827247143,1606827251612,4469,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,3.0,2,783,CLICKED,5,1606827253651,1606827256303,2652,ASSUMED_FRIEND,5.0,ASSUMED_HOSTILE,6,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,4.0,2,1011,CLICKED,5,1606827258324,1606827260851,2527,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,5.0,2,1209,CLICKED,5,1606827262865,1606827264808,1943,UNKNOWN,1.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,6.0,2,1428,CLICKED,5,1606827266827,1606827269195,2368,NEUTRAL,3.0,ASSUMED_HOSTILE,6,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,7.0,2,1660,CLICKED,5,1606827271227,1606827273832,2605,ASSUMED_HOSTILE,6.0,ASSUMED_HOSTILE,6,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,8.0,2,1845,CLICKED,5,1606827275849,1606827277541,1692,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,9.0,2,2137,CLICKED,5,1606827279567,1606827283377,3810,ASSUMED_FRIEND,5.0,ASSUMED_HOSTILE,6,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,10.0,2,2326,CLICKED,5,1606827285408,1606827287153,1745,UNKNOWN,1.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,11.0,2,2558,CLICKED,5,1606827289166,1606827291804,2638,NEUTRAL,3.0,FRIEND,2,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,12.0,2,2807,CLICKED,5,1606827293826,1606827296775,2949,FRIEND,2.0,ASSUMED_FRIEND,5,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,13.0,2,2979,CLICKED,5,1606827298786,1606827300219,1433,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,14.0,2,3356,TIMEOUT,5,1606827302246,NA,NA,UNKNOWN,1.0,NA,NA,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,15.0,2,3578,CLICKED,5,1606827307757,1606827312201,4444,NEUTRAL,3.0,ASSUMED_FRIEND,5,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,16.0,2,3820,CLICKED,5,1606827314227,1606827317042,2815,ASSUMED_HOSTILE,6.0,ASSUMED_FRIEND,5,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,17.0,2,4160,CLICKED,5,1606827319067,1606827323840,4773,ASSUMED_FRIEND,5.0,FRIEND,2,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,18.0,2,4511,CLICKED,5,1606827325866,1606827330849,4983,FRIEND,2.0,ASSUMED_FRIEND,5,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,19.0,2,4766,CLICKED,5,1606827332867,1606827335951,3084,FRIEND,2.0,ASSUMED_FRIEND,5,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,20.0,2,4999,CLICKED,5,1606827337966,1606827340617,2651,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,21.0,2,5281,CLICKED,5,1606827342647,1606827346263,3616,NEUTRAL,3.0,FRIEND,2,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,22.0,2,5558,CLICKED,5,1606827348287,1606827351802,3515,ASSUMED_HOSTILE,6.0,ASSUMED_FRIEND,5,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,23.0,2,5726,CLICKED,5,1606827353826,1606827355151,1325,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,24.0,2,5952,CLICKED,5,1606827357167,1606827359670,2503,ASSUMED_FRIEND,5.0,ASSUMED_FRIEND,5,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,25.0,2,6131,CLICKED,5,1606827361686,1606827363250,1564,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,26.0,2,6297,CLICKED,5,1606827365265,1606827366583,1318,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,27.0,2,6554,CLICKED,5,1606827368605,1606827371721,3116,ASSUMED_FRIEND,5.0,ASSUMED_FRIEND,5,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,28.0,2,6781,CLICKED,5,1606827373746,1606827376250,2504,FRIEND,2.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,29.0,2,6990,CLICKED,5,1606827378265,1606827380430,2165,NEUTRAL,3.0,ASSUMED_HOSTILE,6,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,30.0,2,7219,CLICKED,5,1606827382445,1606827385022,2577,ASSUMED_HOSTILE,6.0,ASSUMED_FRIEND,5,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,31.0,2,7463,CLICKED,5,1606827387045,1606827389888,2843,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,32.0,2,7697,CLICKED,5,1606827391909,1606827394578,2669,ASSUMED_FRIEND,5.0,ASSUMED_FRIEND,5,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,33.0,2,7928,CLICKED,5,1606827396585,1606827399198,2613,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,34.0,2,8085,CLICKED,5,1606827401206,1606827402330,1124,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,35.0,2,8268,CLICKED,5,1606827404345,1606827405992,1647,ASSUMED_HOSTILE,6.0,ASSUMED_HOSTILE,6,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,36.0,2,8466,CLICKED,5,1606827408006,1606827409948,1942,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,37.0,2,8765,CLICKED,5,1606827411966,1606827415943,3977,NEUTRAL,3.0,FRIEND,2,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,38.0,2,8927,CLICKED,5,1606827417965,1606827419171,1206,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,complete_category_learning_trial,39.0,2,9207,CLICKED,5,1606827421187,1606827424771,3584,ASSUMED_FRIEND,5.0,ASSUMED_FRIEND,5,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,1.0,3,187,CLICKED,6,1606831292872,1606831296257,3385,ASSUMED_HOSTILE,6.0,HOSTILE,4,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,2.0,3,353,CLICKED,6,1606831298319,1606831300696,2377,ASSUMED_FRIEND,5.0,ASSUMED_FRIEND,5,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,3.0,3,539,CLICKED,6,1606831302747,1606831305345,2598,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,4.0,3,678,CLICKED,6,1606831307374,1606831309449,2075,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,5.0,3,1016,TIMEOUT,6,1606831311493,NA,NA,NEUTRAL,3.0,NA,NA,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,6.0,3,1064,CLICKED,6,1606831318393,1606831319681,1288,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,7.0,3,1188,CLICKED,6,1606831321753,1606831322817,1064,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,8.0,3,1321,CLICKED,6,1606831324852,1606831326225,1373,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,9.0,3,1511,CLICKED,6,1606831328283,1606831330986,2703,ASSUMED_HOSTILE,6.0,ASSUMED_HOSTILE,6,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,complete_category_learning_trial,10.0,3,1633,CLICKED,6,1606831333022,1606831334081,1059,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,1.0,3,213,CLICKED,7,1606831444446,1606831447714,3268,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,2.0,3,409,CLICKED,7,1606831449725,1606831451638,1913,ASSUMED_FRIEND,5.0,ASSUMED_FRIEND,5,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,3.0,3,602,CLICKED,7,1606831453646,1606831455504,1858,UNKNOWN,1.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,4.0,3,785,CLICKED,7,1606831457525,1606831459154,1629,ASSUMED_HOSTILE,6.0,ASSUMED_HOSTILE,6,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,5.0,3,940,CLICKED,7,1606831461165,1606831462260,1095,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,6.0,3,1152,CLICKED,7,1606831464264,1606831466502,2238,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,7.0,3,1301,CLICKED,7,1606831468525,1606831469479,954,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,8.0,3,1459,CLICKED,7,1606831471484,1606831472639,1155,ASSUMED_HOSTILE,6.0,ASSUMED_HOSTILE,6,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,9.0,3,1609,CLICKED,7,1606831474645,1606831475628,983,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,complete_category_learning_trial,10.0,3,1778,CLICKED,7,1606831477644,1606831479021,1377,ASSUMED_FRIEND,5.0,ASSUMED_FRIEND,5,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,1.0,4,258,CLICKED,8,1606834463490,1606834467828,4338,FRIEND,2.0,NEUTRAL,3,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,2.0,4,468,CLICKED,8,1606834469838,1606834472245,2407,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,3.0,4,683,CLICKED,8,1606834474268,1606834476745,2477,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,4.0,4,881,CLICKED,8,1606834478759,1606834480880,2121,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,5.0,4,1086,CLICKED,8,1606834482901,1606834485163,2262,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,6.0,4,1267,CLICKED,8,1606834487173,1606834488963,1790,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,7.0,4,1460,CLICKED,8,1606834490984,1606834493012,2028,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,8.0,4,1643,CLICKED,8,1606834495041,1606834496830,1789,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,9.0,4,1808,CLICKED,8,1606834498840,1606834500264,1424,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,complete_category_learning_trial,10.0,4,2000,CLICKED,8,1606834502285,1606834504281,1996,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,1.0,4,324,TIMEOUT,9,1606834702488,NA,NA,FRIEND,2.0,NA,NA,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,2.0,4,455,CLICKED,9,1606834708622,1606834711432,2810,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,3.0,4,702,CLICKED,9,1606834713476,1606834716462,2986,NEUTRAL,3.0,UNKNOWN,1,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,4.0,4,920,CLICKED,9,1606834718520,1606834721004,2484,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,5.0,4,1068,CLICKED,9,1606834723044,1606834723990,946,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,6.0,4,1228,CLICKED,9,1606834726038,1606834727342,1304,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,7.0,4,1395,CLICKED,9,1606834729364,1606834730706,1342,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,8.0,4,1581,CLICKED,9,1606834732762,1606834734646,1884,NEUTRAL,3.0,NEUTRAL,3,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,9.0,4,1735,CLICKED,9,1606834736696,1606834737882,1186,UNKNOWN,1.0,UNKNOWN,1,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,complete_category_learning_trial,10.0,4,1894,CLICKED,9,1606834739906,1606834741158,1252,FRIEND,2.0,FRIEND,2,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,complete_category_learning_trial,1.0,5,325,TIMEOUT,10,1606899955225,NA,NA,ASSUMED_FRIEND,5.0,NA,NA,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,complete_category_learning_trial,2.0,5,434,CLICKED,10,1606899960729,1606899962905,2176,HOSTILE,4.0,HOSTILE,4,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
